"","ACCIDENT_N","ID","LOCATION","DISTANCE","DIRECTION","DATE","TIME","COLL_TYPE","INVOLVED","EXTENT","TRAVERSE","REPNO","PCF","LIGHTING","NUMO_INJ","NUMO_KLD","PARTY1","PARTY2","DOT1","DOT2","MPC1","MPC2","HIGHLIGHT","X","Y","DOCUMENT","MILEPOST","LAT","LONG","x","y","lat","lon","coords.x1","coords.x2"
"72",7386161801245,0,"Church St at 28th St","72","North","3/22/2000","04:18 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Other Hazardous Movement","Not Stated","1","0","Driver","Bicyclist","South","South","Other","Proceeding Straight",NA,6004586.79769,2099648.92875,NA,NA,NA,NA,6004586.79769,2099648.92875,-122.426840018704,37.7454956879799,6004586.79769259,2099648.92875105
"73",7386162501028,0,"Clarendon Ave at Panorama Dr","5","North","3/22/2000","04:25 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","South","West","Making Left Turn","Proceeding Straight",NA,5996356.51244,2102839.32292,NA,NA,NA,NA,5996356.51244,2102839.32292,-122.455529435701,37.7537869295118,5996356.51243856,2102839.32292175
"74",7386190001098,0,"4th St at Harrison St","0","Not Stated","3/22/2000","07:00 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Other Hazardous Movement","Dark - Street Lights","1","0","Driver","Bicyclist","South","South","Making Right Turn","Proceeding Straight",NA,6012717,2112337,NA,NA,NA,NA,6012717,2112337,-122.39961755879,37.7807906549539,6012717,2112337
"75",7388072600654,0,"Market St at 2nd St","14","West","3/24/2000","07:26 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Unknown","Daylight","2","0","Bicyclist","Pedestrian","East","North","Proceeding Straight","Not Applicable - Ped",NA,6012261.85498,2115422.35228,NA,NA,NA,NA,6012261.85498,2115422.35228,-122.401409030126,37.7892369303899,6012261.85497579,2115422.3522809
"76",7389085501896,0,"Church St at Duboce Ave","192","South","3/25/2000","08:55 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Wrong Side of Road","Daylight","1","0","Bicyclist","Driver","South","North","Crossed Into Opposing Lane - Unplanned","Proceeding Straight",NA,6004115.762,2108193.30185,NA,NA,NA,NA,6004115.762,2108193.30185,-122.429077888199,37.7689298704173,6004115.7620012,2108193.30185361
"77",7390121501113,0,"25th Ave at Balboa St","0","Not Stated","3/26/2000","12:15 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Improper Passing","Daylight","1","0","Driver","Bicyclist","South","South","Passing Other Vehicle","Proceeding Straight",NA,5988168,2111212,NA,NA,NA,NA,5988168,2111212,-122.484460897476,37.7763027233028,5988168,2111212
"78",7391180004034,0,"Valencia St at 17th St","0","North","3/27/2000","06:00 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Other Hazardous Movement","Dusk - Dawn","1","0","Driver","Bicyclist","South","South","Stopped in Road","Proceeding Straight",NA,6006197,2106100,NA,NA,NA,NA,6006197,2106100,-122.421730309094,37.7632997509596,6006197,2106100
"79",7391191302130,0,"Arguello Blvd at Balboa St","0","Not Stated","3/27/2000","07:13 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Improper Turning","Dark - Street Lights","1","0","Driver","Bicyclist","South","South","Making Right Turn","Proceeding Straight",NA,5995653,2111401,NA,NA,NA,NA,5995653,2111401,-122.458582064832,37.7772546863935,5995653,2111401
"80",7392005601659,0,"Polk St at Eddy St","45","North","3/28/2000","12:56 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Lane Change","Dark - Street Lights","1","0","Driver","Bicyclist","South","South","Changing Lanes","Proceeding Straight",NA,6007074.96673,2113338.59372,NA,NA,NA,NA,6007074.96673,2113338.59372,-122.419207204321,37.7832246738922,6007074.96673228,2113338.59371795
"81",7392141602044,0,"5th St at Folsom St","105","North","3/28/2000","02:16 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Improper Passing","Daylight","1","0","Bicyclist","Driver","South","South","Passing Other Vehicle","Making Right Turn",NA,6011552.17036,2112244.58657,NA,NA,NA,NA,6011552.17036,2112244.58657,-122.403640788732,37.7804719102787,6011552.17035953,2112244.5865703
"82",7393064001317,0,"Powell St at Bay St","0","Not Stated","3/29/2000","06:40 AM","Other","Bicycle","Complaint of Pain",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","North","North","Making Right Turn","Proceeding Straight",NA,6009340,2121523,NA,NA,NA,NA,6009340,2121523,-122.411949622953,37.8058243509508,6009340,2121523
"83",7393162302015,0,"16th St at Dolores St","35","East","3/29/2000","04:23 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Improper Passing","Daylight","1","0","Bicyclist","Driver","East","South","Passing Other Vehicle","Making Right Turn",NA,6004897.94632,2106619.93775,NA,NA,NA,NA,6004897.94632,2106619.93775,-122.426260331151,37.7646540354905,6004897.94631776,2106619.93774993
"84",7393170002010,0,"Columbus Ave at Francisco St","35","North","3/29/2000","05:00 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","Not Stated","North","Stopped in Road","Proceeding Straight",NA,6008118.14527,2121036.59095,NA,NA,NA,NA,6008118.14527,2121036.59095,-122.416143579034,37.804420168244,6008118.14527074,2121036.59095112
"85",7393174302044,0,"Columbus Ave at Pacific Ave","118","South","3/29/2000","05:43 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Wrong Side of Road","Daylight","1","0","Bicyclist","Driver","South","West","Proceeding Straight","Entering Traffic",NA,6011221.42037,2118216.74296,NA,NA,NA,NA,6011221.42037,2118216.74296,-122.40520568168,37.7968515514171,6011221.42036539,2118216.74296153
"86",7394122500654,0,"Ofarrell St at Shannon St","40","East","3/30/2000","12:25 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Lane Change","Daylight","1","0","Bicyclist","Driver","East","East","Proceeding Straight","Changing Lanes",NA,6009174.62095,2114273.49366,NA,NA,NA,NA,6009174.62095,2114273.49366,-122.412009305201,37.7859097070914,6009174.6209501,2114273.49366115
"87",7394144000692,0,"Market St at Gough St (W)","0","Not Stated","3/30/2000","02:40 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","East","East","Making Right Turn","Proceeding Straight",NA,6006139,2109580,NA,NA,NA,NA,6006139,2109580,-122.422178162928,37.7728517327291,6006139,2109580
"88",7394152800080,0,"Arballo Dr at Serrano Dr","32","North","3/30/2000","03:28 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Auto R/W Violation","Daylight","1","0","Bicyclist","Driver","East","North","Entering Traffic","Proceeding Straight",NA,5988121.30723,2090414.91671,NA,NA,NA,NA,5988121.30723,2090414.91671,-122.483097716463,37.719196747596,5988121.30723239,2090414.91671472
"89",7395093101725,0,"Mission St at 24th St","119","North","3/31/2000","09:31 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Starting or Backing","Daylight","1","0","Bicyclist","Driver","East","South","Not Stated","Proceeding Straight",NA,6007057.67048,2102172.83155,NA,NA,NA,NA,6007057.67048,2102172.83155,-122.418475041814,37.7525651495358,6007057.67048446,2102172.83154982
"90",7395103001575,0,"Yosemite Ave at Lane St","18","West","3/31/2000","10:30 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Wrong Side of Road","Daylight","1","0","Bicyclist","Driver","West","East","Crossed Into Opposing Lane - Unplanned","Proceeding Straight",NA,6014072.56187,2093062.74897,NA,NA,NA,NA,6014072.56187,2093062.74897,-122.393578613433,37.7279431686506,6014072.56187159,2093062.74897428
"91",7395104500654,0,"Valencia St at Mccoppin St","75","South","3/31/2000","10:45 AM","Other","Bicycle","Complaint of Pain",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","North","North","Proceeding Straight","Making Left Turn",NA,6006033.11749,2109050.11311,NA,NA,NA,NA,6006033.11749,2109050.11311,-122.42250676413,37.7713908177181,6006033.11749222,2109050.11311024
"92",7396183599999,0,"5th St at Tehama St","39","North","4/1/2000","06:35 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Wrong Side of Road","Daylight","1","0","Bicyclist","Driver","North","North","Crossed Into Opposing Lane - Unplanned","Making Left Turn",NA,6011309.05863,2112497.19863,NA,NA,NA,NA,6011309.05863,2112497.19863,-122.404499618133,37.781151940778,6011309.05863331,2112497.19863047
"93",7397165000453,0,"Ofarrell St at Hyde St","120","East","4/2/2000","04:50 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Wrong Side of Road","Daylight","1","0","Bicyclist","Pedestrian","West","Not Stated","Traveling Wrong Way","Not Applicable - Ped",NA,6008061.80796,2114120.87214,NA,NA,NA,NA,6008061.80796,2114120.87214,-122.415848531273,37.7854281475101,6008061.80795858,2114120.87213613
"94",7398084000654,0,"Van Ness Ave at Plum St","50","South","4/3/2000","08:40 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Lane Change","Daylight","1","0","Driver","Bicyclist","South","South","Changing Lanes","Proceeding Straight",NA,6007361.72925,2108785.09382,NA,NA,NA,NA,6007361.72925,2108785.09382,-122.417892231467,37.7707379998883,6007361.7292497,2108785.09381975
"95",7398173102095,0,"Ingerson Ave at Jennings St","0","Not Stated","4/3/2000","05:31 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Speed","Daylight","1","0","Driver","Bicyclist","East","North","Proceeding Straight","Proceeding Straight",NA,6013647,2090242,NA,NA,NA,NA,6013647,2090242,-122.394852334151,37.7201743036718,6013647,2090242
"96",7400193001960,0,"Columbus Ave at Chestnut St","0","Not Stated","4/5/2000","07:30 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Driving Under Influence","Dusk - Dawn","1","0","Bicyclist","Driver","North","East","Proceeding Straight","Proceeding Straight",NA,6008478,2120710,NA,NA,NA,NA,6008478,2120710,-122.414875138034,37.8035436584357,6008478,2120710
"97",7402140601237,0,"41st Ave at Martin Luther King Jr Dr","0","Not Stated","4/7/2000","02:06 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","South","West","Proceeding Straight","Proceeding Straight",NA,5983341,2107142,NA,NA,NA,NA,5983341,2107142,-122.500857500882,37.7648454078286,5983341,2107142
"98",7402141500690,0,"The Embarcadero at Green St","196","South","4/7/2000","02:15 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","North","North","Making Right Turn","Proceeding Straight",NA,6013114.84373,2119490.99987,NA,NA,NA,NA,6013114.84373,2119490.99987,-122.398743421808,37.800456028014,6013114.84373355,2119490.99987219
"99",7403035801804,0,"Silver Ave at Cambridge St","50","East","4/8/2000","03:58 AM","Other","Bicycle","Complaint of Pain",NA,NA,"Improper Passing","Dark - Street Lights","1","0","Driver","Bicyclist","West","West","Proceeding Straight","Proceeding Straight",NA,6006639.55436,2093623.66077,NA,NA,NA,NA,6006639.55436,2093623.66077,-122.419314544442,37.7290674902154,6006639.55435608,2093623.66076521
"100",7403102001792,0,"Gough St at Sutter St","0","Not Stated","4/8/2000","10:20 AM","Other","Bicycle","Complaint of Pain",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","South","South","Making Right Turn","Proceeding Straight",NA,6005417,2114795,NA,NA,NA,NA,6005417,2114795,-122.425046768195,37.7871300936185,6005417,2114795
"101",7405110001851,0,"Mariposa St at Bryant St","41","East","4/10/2000","11:00 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","East","West","Making Left Turn","Proceeding Straight",NA,6009555.94087,2105936.20112,NA,NA,NA,NA,6009555.94087,2105936.20112,-122.410101223505,37.7630388383896,6009555.94087274,2105936.20112219
"102",7407160501712,0,"Brannan St at 8th St","232","West","4/12/2000","04:05 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Wrong Side of Road","Daylight","1","0","Bicyclist","Driver","East","South","Traveling Wrong Way","Entering Traffic",NA,6010801.1085,2108754.88639,NA,NA,NA,NA,6010801.1085,2108754.88639,-122.405993169344,37.7708480196258,6010801.10849535,2108754.88638685
"103",7408124401751,0,"Bay Shore Blvd at Industrial St","220","South","4/13/2000","12:44 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Speed","Daylight","1","0","Driver","Bicyclist","East","North","Making Left Turn","Proceeding Straight",NA,6010309.39987,2096570.68916,NA,NA,NA,NA,6010309.39987,2096570.68916,-122.406835155396,37.7373654089463,6010309.3998683,2096570.68915991
"104",7408144000446,0,"Bush St at Sansome St","258","West","4/13/2000","02:40 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Lane Change","Daylight","1","0","Driver","Bicyclist","East","East","Changing Lanes","Proceeding Straight",NA,6012212.50369,2116089.14873,NA,NA,NA,NA,6012212.50369,2116089.14873,-122.401626665803,37.7910650422071,6012212.50368893,2116089.14873167
"105",7408175500654,0,"Market St at 4th St","340","West","4/13/2000","05:55 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Other Hazardous Movement","Daylight","1","0","Bicyclist","Driver","West","West","Proceeding Straight","Stopped in Road",NA,6010711.81954,2113942.48949,NA,NA,NA,NA,6010711.81954,2113942.48949,-122.406667660977,37.7850869736545,6010711.81953603,2113942.4894903
"106",7408183000307,0,"The Embarcadero at Mission St","1056","North","4/13/2000","06:30 PM","Vehicle - Pedestrian","Pedestrian","Severe Injury",NA,NA,"Traffic Signals and Signs","Dusk - Dawn","2","0","Bicyclist","Pedestrian","North","West","Proceeding Straight","Not Applicable - Ped",NA,6014216.65505,2117846.21967,NA,NA,NA,NA,6014216.65505,2117846.21967,-122.39481542886,37.7960011775727,6014216.65505042,2117846.21966504
"107",7409130000654,0,"Mission St at 5th St","70","West","4/14/2000","01:00 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Unknown","Daylight","1","0","Driver","Bicyclist","East","East","Proceeding Straight","Proceeding Straight",NA,6010698.38787,2113035.64287,NA,NA,NA,NA,6010698.38787,2113035.64287,-122.406650201671,37.7825962355504,6010698.38787063,2113035.6428665
"108",7413213701675,0,"Valencia St at 20th St","0","Not Stated","4/18/2000","09:37 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Traffic Signals and Signs","Dark - Street Lights","1","0","Bicyclist","Driver","South","North","Proceeding Straight","Making Left Turn",NA,6006294,2104349,NA,NA,NA,NA,6006294,2104349,-122.421270469301,37.7584973839461,6006294,2104349
"109",7414181002044,0,"Hyde St at Turk St","12","South","4/19/2000","06:10 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Improper Turning","Daylight","1","0","Bicyclist","Driver","South","South","Other Unsafe Turning","Passing Other Vehicle",NA,6008086.67748,2113073.11783,NA,NA,NA,NA,6008086.67748,2113073.11783,-122.41568827718,37.7825526655159,6008086.67748333,2113073.11782639
"110",7415123001317,0,"California St at Montgomery St","0","Not Stated","4/20/2000","12:30 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","West","East","Making Left Turn","Proceeding Straight",NA,6011896,2116746,NA,NA,NA,NA,6011896,2116746,-122.402767978325,37.7928509332404,6011896,2116746
"111",7415124601503,0,"Bay St at Powell St","15","West","4/20/2000","12:46 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Improper Passing","Daylight","1","0","Bicyclist","Driver","East","East","Passing Other Vehicle","Stopped in Road",NA,6009325.13623,2121520.983,NA,NA,NA,NA,6009325.13623,2121520.983,-122.412000918854,37.8058179788508,6009325.13622884,2121520.98299556
"112",7417042501828,0,"9th St at Folsom St","0","Not Stated","4/22/2000","04:25 AM","Other","Bicycle","Complaint of Pain",NA,NA,"Other Hazardous Movement","Dark - Street Lights","1","0","Bicyclist","Driver","South","North","Proceeding Straight","Proceeding Straight",NA,6009200,2109851,NA,NA,NA,NA,6009200,2109851,-122.41160891887,37.7737680127923,6009200,2109851
"113",7419152500738,0,"8th St at Natoma St","0","Not Stated","4/24/2000","03:25 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","East","East","Making Right Turn","Making Right Turn",NA,6009063,2110907,NA,NA,NA,NA,6009063,2110907,-122.412157472582,37.7766598545558,6009063,2110907
"114",7420090500446,0,"Beach St at Polk St","98","West","4/25/2000","09:05 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Auto R/W Violation","Daylight","1","0","Bicyclist","Driver","South","West","Entering Traffic","Proceeding Straight",NA,6005809.99828,2121724.0477,NA,NA,NA,NA,6005809.99828,2121724.0477,-122.424180051527,37.8061776974631,6005809.99828212,2121724.04769811
"115",7420102500654,0,"3rd St at Stillman St","0","Not Stated","4/25/2000","10:25 AM","Other","Bicycle","Complaint of Pain",NA,NA,"Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","East","South","Proceeding Straight","Proceeding Straight",NA,6013660,2112667,NA,NA,NA,NA,6013660,2112667,-122.396378377337,37.7817492791169,6013660,2112667
"116",7420121500446,0,"Sutter St at Kearny St","164","West","4/25/2000","12:15 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Starting or Backing","Daylight","1","0","Driver","Bicyclist","West","West","Proceeding Straight","Changing Lanes",NA,6011400.48768,2115629.97361,NA,NA,NA,NA,6011400.48768,2115629.97361,-122.404403893075,37.7897589119388,6011400.48767526,2115629.97361185
"117",7420164301600,0,"John F Kennedy Dr at Middle East Dr","0","Not Stated","4/25/2000","04:43 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Auto R/W Violation","Daylight","1","0","Driver","Bicyclist","East","South","Proceeding Straight","Making Left Turn",NA,5995440,2109242,NA,NA,NA,NA,5995440,2109242,-122.459162520083,37.7713143971649,5995440,2109242
"118",7421223004041,0,"Mission St at Santa Rosa Ave","0","Not Stated","4/26/2000","10:30 PM","Other","Bicycle","Property Damage Only",NA,NA,"Driving Under Influence","Dark - Street Lights","0","0","Driver","Bicyclist","East","North","Proceeding Straight","Proceeding Straight",NA,6002374,2092508,NA,NA,NA,NA,6002374,2092508,-122.433981168196,37.7257629770035,6002374,2092508
"119",7422073900125,0,"Steiner St at Haight St","5","North","4/27/2000","07:39 AM","Overturned","Non-Collision","Complaint of Pain",NA,NA,"Unsafe Speed","Daylight","1","0","Bicyclist","Driver","South","South","Proceeding Straight","Making Right Turn",NA,6003266.31533,2109296.9529,NA,NA,NA,NA,6003266.31533,2109296.9529,-122.432094889557,37.7719121050205,6003266.31533421,2109296.95290145
